,name,ad,item,text,who,page
11480,Hon Alan Tudge MP,Addition,Savings/other accounts,"Savings account, ANZ.",Self,4
11481,Hon Alan Tudge MP,Addition,Savings/other accounts,"Cheque account, ANZ.",Self,4
11482,Hon Alan Tudge MP,Addition,Savings/other accounts,"ING Savings a/c, ING",Spouse,4
11483,Hon Alan Tudge MP,Addition,Savings/other accounts,"Savings account, ANZ.",Spouse,4
11484,Hon Alan Tudge MP,Addition,Savings/other accounts,"Cheque account, ANZ.",Spouse,4
11485,Hon Alan Tudge MP,Addition,Gift,"Tickets to Cold Play Concert on Saturday 10 December 2016, My wife and I attended a Cold Play Concert in Melbourne on Saturday 10 December 2016 as guests of National Australia Bank",Self,9
11487,Hon Alan Tudge MP,Addition,Other asset,Self managed super fund,Self,5
11488,Hon Alan Tudge MP,Addition,Other asset,ING super fund,Self,5
11489,Hon Alan Tudge MP,Addition,Other asset,Uni super fund,Spouse,5
11490,Hon Alan Tudge MP,Addition,Other asset,Two vehicles,Spouse,5
11491,Hon Alan Tudge MP,Addition,Gift,"Gift from Taiwan Representative Elliott Charng, 1 TAI-WHA Pottery Vase and 1 box of Native Style soaps, Value - Vase $160 AUD Soap - $50 AUD",Self,10
11492,Hon Alan Tudge MP,Addition,Travel or hospitality,"Attendance & Accommodation at the Centre for Independent Studies Conference, I was a guest speaker at the Centre for Independent Studies (CIS) Conference ""Consilium"" which was held at Elements in Byron Bay. The CIS covered the cost of attending and accommodation.",Self,11
11493,Hon Alan Tudge MP,Addition,Gift,Foxtel subscription in my EO,Self,7
11494,Hon Alan Tudge MP,Addition,Membership,Virgin club lounge,Self,7
11495,Hon Alan Tudge MP,Addition,Travel or hospitality,Accomodation at Garma Festival in Arnhem Land.,Self,7
11496,Hon Alan Tudge MP,Addition,Travel or hospitality,"Overnight accomodation at Scotsdeco Training & Conference Centre - 30 October 2016, I travelled to South Australia to participate in a visit to the far West Coast with the Prime Minister in regard to the Cashless Debit Card Trial",Self,8
11497,Hon Alan Tudge MP,Addition,Travel or hospitality,"Hospitality and attendance at the Australian Open Men's Tennis Final 28 January 2018, I accepted hospitality and 2 tickets for the Australian Open Men's Tennis Final from Optus Limited.",Self,12
11498,Hon Alan Tudge MP,Addition,Travel or hospitality,"Hospitality and attendance at the Australian Open Men's Tennis Final 28 January 2018, I accepted hospitality and 2 tickets for the Australian Open Men's Tennis Final from Optus Limited.",Self,12
11499,Hon Alan Tudge MP,Deletion,Not listed,"Attendance at AFL Qualifying Final #1 - Richmond v Hawthorn, 6 September 2018.

Attended the game as a guest of Montague Orchards.",Self,13
11500,Hon Alan Tudge MP,Addition,Gift,"Attendance at AFL Qualifying Final Richmond v Hawthorn 6 September 2018, as a guest of Montague Orchards.",Self,13
11501,Hon Alan Tudge MP,Addition,Not listed,"Two tickets for attendance at Australian Open Tennis Men's Final at Melbourne Tennis Centre on Sunday 27th January 2019.
Attended the game as a guest of Optus.",Self,14
11502,Hon Alan Tudge MP,Addition,Not listed,Rent from Canberra Property,Self,14
11503,Hon Alan Tudge MP,Addition,Gift,Two tickets for attendance at Australian Open Tennis Men's Final at Melbourne Tennis Centre on Sunday 27 January 2019. Attended the game as a guest of Optus.,Self,14
11504,Hon Alan Tudge MP,Addition,Real estate,Rent from Canberra property.,Self,14
11505,Hon Alan Tudge MP,Deletion,Real estate,Sale of Melbourne property. No rent from Melbourne property.,Self,14
11506,Mr Tony Zappia MP,Deletion,Shareholding,ANZ,Self,8
11507,Mr Tony Zappia MP,Deletion,Shareholding,SANTOS,Self,8
11508,Mr Tony Zappia MP,Deletion,Shareholding,WESFARMERS,Self,8
11509,Mr Tony Zappia MP,Deletion,Shareholding,CROWN RESORTS,Self,8
11510,Mr Tony Zappia MP,Deletion,Shareholding,BLUESCOPE STEEL,Self,8
11511,Mr Tony Zappia MP,Deletion,Shareholding,NEWCREST MINING,Self,8
11512,Mr Tony Zappia MP,Deletion,Shareholding,B H P BILLITON,Self,8
11514,Mr Tony Zappia MP,Addition,Travel or hospitality,23.6.17 QF 685 Melbourne - Adelaide Flight upgrade - Business class,Self,9
11515,Mr Tony Zappia MP,Addition,Real estate,"POORAKA, HOME",Self,3
11516,Mr Tony Zappia MP,Addition,Real estate,"POORAKA, PART INTEREST - INVESTMENT",Self,3
11517,Mr Tony Zappia MP,Addition,Real estate,"ST KILDA, PART INTEREST - INVESTMENT",Self,3
11518,Mr Tony Zappia MP,Addition,Real estate,"MOANA, PART INTEREST - INVESTMENT",Self,3
11519,Mr Tony Zappia MP,Addition,Real estate,"INGLE FARM, PART INTEREST - INVESTMENT",Self,3
11520,Mr Tony Zappia MP,Addition,Real estate,POORAKA,Spouse,3
11521,Mr Tony Zappia MP,Addition,Travel or hospitality,6.6.17 QF 754 Adelaide - Darwin Flight upgraded to Business class. For Mr & Mrs Zappia,Self,10
11522,Mr Tony Zappia MP,Addition,Travel or hospitality,6.6.17 QF 754 Adelaide - Darwin Flight upgraded to Business class. For Mr & Mrs Zappia,Spouse,10
11523,Mr Tony Zappia MP,Addition,Shareholding,ANZ,Self,2
11524,Mr Tony Zappia MP,Addition,Shareholding,SANTOS,Self,2
11525,Mr Tony Zappia MP,Addition,Shareholding,WESFARMERS,Self,2
11526,Mr Tony Zappia MP,Addition,Shareholding,CROWN RESORTS,Self,2
11527,Mr Tony Zappia MP,Addition,Shareholding,NECREST MINING,Self,2
11528,Mr Tony Zappia MP,Addition,Shareholding,BETASHARES,Self,2
11529,Mr Tony Zappia MP,Addition,Shareholding,BLUESCOPE STEEL,Self,2
11530,Mr Tony Zappia MP,Addition,Shareholding,B H P BILLITON,Self,2
11531,Mr Tony Zappia MP,Addition,Shareholding,TELSTRA,Spouse,2
11532,Mr Tony Zappia MP,Addition,Shareholding,SUNCORP METWAY,Spouse,2
11533,Mr Tony Zappia MP,Addition,Shareholding,GOODMAN GROUP,Spouse,2
11534,Mr Tony Zappia MP,Addition,Savings/other accounts,"TERM DEPOSIT, BANK SA",Self,4
11535,Mr Tony Zappia MP,Addition,Savings/other accounts,"TERM DEPOSIT, BENDIGO BANK",Self,4
11536,Mr Tony Zappia MP,Addition,Savings/other accounts,"TERM DEPOSIT, WESTPAC",Self,4
11537,Mr Tony Zappia MP,Addition,Savings/other accounts,"TERM DEPOSIT, WESTPAC",Spouse,4
11538,Mr Tony Zappia MP,Addition,Savings/other accounts,"TERM DEPOSIT, BANK SA",Spouse,4
11539,Mr Tony Zappia MP,Addition,Membership,UNITED VOICE,Self,6
11540,Mr Tony Zappia MP,Addition,Travel or hospitality,"16-9-16 QF 1514 CANBERRA - SYDNEY, UPGRADED FROM ECONOMY TO BUSINESS",Self,7
11541,Mr Tony Zappia MP,Addition,Other asset,ANZ SUPERANNUATION FUND,Self,5
11542,Mr Tony Zappia MP,Addition,Other income,FUNLIFE FITNESS CENTRE,Spouse,5
11543,Mr Tony Zappia MP,Addition,Travel or hospitality,"16-9-16 QF1514 CANBERRA - SYDNEY, UPGRADED FROM ECONOMY TO BUSINESS",Self,7
11544,Mr Tony Zappia MP,Deletion,Shareholding,ANZ,Self,8
11545,Mr Tony Zappia MP,Deletion,Shareholding,SANTOS,Self,8
11546,Mr Tony Zappia MP,Deletion,Shareholding,WESFARMERS,Self,8
11547,Mr Tony Zappia MP,Deletion,Shareholding,CROWN RESORTS,Self,8
11548,Mr Tony Zappia MP,Deletion,Shareholding,BLUESCOPE STEEL,Self,8
11549,Mr Tony Zappia MP,Deletion,Shareholding,NEWCREST MINING,Self,8
11550,Mr Tony Zappia MP,Deletion,Shareholding,BHP BILLITON,Self,8
11551,Mr Tony Zappia MP,Addition,Travel or hospitality,"6.6.17 QF754 Adelaide - Darwin, Flight upgraded to Business class. For Mr & Mrs Zappia",Self,10
11552,Mr Tony Zappia MP,Addition,Travel or hospitality,"6.6.17 QF754 Adelaide - Darwin, Flight upgraded to Business class. For Mr & Mrs Zappia",Spouse,10
11553,Mr Tony Zappia MP,Addition,Real estate,PART INTEREST IN INVESTMENT PROPERTY IN CLARE S.A.,Self,11
11554,Mr Tony Zappia MP,Addition,Real estate,PART INTEREST IN INVESTMENT PROPERTY IN POOROKA S.A.,Self,11
11556,Mr Tony Zappia MP,Addition,Real estate,"POORAKA, HOME",Self,3
11557,Mr Tony Zappia MP,Addition,Real estate,"POORAKA, PART INTEREST - INVESTMENT",Self,3
11558,Mr Tony Zappia MP,Addition,Real estate,"ST KILDA, PART INTEREST - INVESTMENT",Self,3
11559,Mr Tony Zappia MP,Addition,Real estate,"MOANA, PART INTEREST - INVESTMENT",Self,3
11560,Mr Tony Zappia MP,Addition,Real estate,POORAKA,Spouse,3
11561,Mr Tony Zappia MP,Addition,Savings/other accounts,"TERM DEPOSIT, BANK SA",Self,4
11562,Mr Tony Zappia MP,Addition,Savings/other accounts,"TERM DEPOSIT, BENDIGO BANK",Self,4
11563,Mr Tony Zappia MP,Addition,Savings/other accounts,"TERM DEPOSIT, WESTPAC",Self,4
11564,Mr Tony Zappia MP,Addition,Savings/other accounts,"TERM DEPOSIT, WESTPAC",Spouse,4
11565,Mr Tony Zappia MP,Addition,Savings/other accounts,"TERM DEPOSIT, BANK SA",Spouse,4
11566,Mr Tony Zappia MP,Addition,Travel or hospitality,"23.6.17 QF685 Melbourne - Adelaide, Flight upgrade - Business class.",Self,9
11567,Mr Tony Zappia MP,Addition,Shareholding,ANZ,Self,2
11568,Mr Tony Zappia MP,Addition,Shareholding,SANTOS,Self,2
11569,Mr Tony Zappia MP,Addition,Shareholding,WESFARMERS,Self,2
11570,Mr Tony Zappia MP,Addition,Shareholding,CROWN RESORTS,Self,2
11571,Mr Tony Zappia MP,Addition,Shareholding,NECREST MINING,Self,2
11572,Mr Tony Zappia MP,Addition,Shareholding,BETASHARES,Self,2
11573,Mr Tony Zappia MP,Addition,Shareholding,BHP BILLITON,Self,2
11574,Mr Tony Zappia MP,Addition,Shareholding,BLUESCOPE STEEL,Self,2
11575,Mr Tony Zappia MP,Addition,Shareholding,TELSTRA,Spouse,2
11576,Mr Tony Zappia MP,Addition,Shareholding,SUNCORP METWAY,Spouse,2
11577,Mr Tony Zappia MP,Addition,Shareholding,GOODMAN GROUP,Spouse,2
11578,Mr Tony Zappia MP,Addition,Other asset,AMVZ SUPERANNUATION FUND,Self,5
11579,Mr Tony Zappia MP,Addition,Other income,FUNLIFE FITNESS CENTRE,Spouse,5
11580,Mr Tony Zappia MP,Addition,Travel or hospitality,UNITED VOICE,Self,6
11581,Mr Tony Zappia MP,Addition,Real estate,PART INTEREST IN INVESTMENT PROPERTY IN CLARE S.A. AND POORAKA S.A.,Self,11
11582,Mr Tony Zappia MP,Addition,Liability,Bank SA Loan ,Self,12
11583,Mr Tony Zappia MP,Addition,Liability,Bank SA Loan,Spouse,12
11584,Mr Tony Zappia MP,Deletion,Savings/other accounts,Term deposits with Bank SA,Self,12
11585,Mr Tony Zappia MP,Deletion,Savings/other accounts,Term deposits with Bendigo Bank ,Self,12
11586,Mr Tony Zappia MP,Deletion,Savings/other accounts,Term deposits with West Pac ,Self,12
11587,Mr Tony Zappia MP,Deletion,Savings/other accounts,Term Deposit - Bank SA ,Spouse,12
11588,Mr Tony Zappia MP,Addition,Travel or hospitality,VA221 Melbourne-Adelaide flight upgraded to business class ,Self,13
11589,Mr Tony Zappia MP,Addition,Liability,BANK SA LOAN,Self,12
11590,Mr Tony Zappia MP,Addition,Liability,BANK SA LOAN,Spouse,12
11591,Mr Tony Zappia MP,Deletion,Savings/other accounts,TERM DEPOSITS WITH BANK SA,Self,12
11592,Mr Tony Zappia MP,Deletion,Savings/other accounts,TERM DEPOSITS WITH BENDIGO BANK,Self,12
11593,Mr Tony Zappia MP,Deletion,Savings/other accounts,TERM DEPOSITS WITH BANK SA,Self,12
11594,Mr Tony Zappia MP,Deletion,Savings/other accounts,TERM DEPOSIT - BANK SA,Spouse,12
11595,Mr Tony Zappia MP,Addition,Travel or hospitality,VA221 Melbourne - Adelaide: Flight Upgraded to Business Class,Self,13
11596,Mr Tony Zappia MP,Addition,Travel or hospitality,ECONOMY RETURN FARES PLUS ACCOMMODATION TO TAIWAN BETWEEN 29/4/2018 AND 4/5/2018 FOR ANTONIO ZAPPIA & SPOUSE BY TAIWAN GOVERNMENT,Self,14
11597,Mr Tony Zappia MP,Addition,Travel or hospitality,ECONOMY RETURN FARES PLUS ACCOMMODATION TO TAIWAN BETWEEN 29/4/2018 AND 4/5/2018 FOR ANTONIO ZAPPIA & SPOUSE BY TAIWAN GOVERNMENT,Spouse,14
11598,Mr Tony Zappia MP,Addition,Travel or hospitality,ECONOMY RETURN FARES PLUS ACCOMMODATION TO TAIWAN BETWEEN 29/4/2018 AND 4/5/2018 FOR ANTONIO ZAPPIA + SPOUSE BY TAIWAN GOVERNMENT.,Self,14
11599,Mr Tony Zappia MP,Addition,Travel or hospitality,ECONOMY RETURN FARES PLUS ACCOMMODATION TO TAIWAN BETWEEN 29/4/2018 AND 4/5/2018 FOR ANTONIO ZAPPIA + SPOUSE BY TAIWAN GOVERNMENT.,Spouse,14
11600,Mr Tony Zappia MP,Addition,Gift,ADDITION OF MEMBERSHIP TO QANTAS & VIRGIN LOUNGES.,Self,15
11601,Mr Tony Zappia MP,Addition,Gift,Addition of Membership to Qantas and Virgin lounges,Self,15
11604,Ms Terri Butler MP,Addition,Real estate,"House at Morningside, Family Residence",Self,3
11605,Ms Terri Butler MP,Addition,Real estate,"House at Morningside, Currently for sale ",Self,3
11606,Ms Terri Butler MP,Addition,Real estate,"House at Morningside, Family residence",Spouse,3
11607,Ms Terri Butler MP,Addition,Real estate,"House at Morningside, Currently for sale",Spouse,3
11608,Ms Terri Butler MP,Addition,Directorship,"The Australian Construction Industry Redundancy Trust, Trustee Company ",Spouse,3
11609,Ms Terri Butler MP,Addition,Directorship,"Construction Skills Queensland, State Government Board ",Spouse,3
11610,Ms Terri Butler MP,Addition,Directorship,"QLeave Board, Statutory Board ",Spouse,3
11611,Ms Terri Butler MP,Addition,Directorship,"Tree of Knowledge Training Pty Ltd, Registered Training Organisation",Spouse,3
11612,Ms Terri Butler MP,Deletion,Real estate,"Property Sale of, Morningside Q 4170",Self,11
11613,Ms Terri Butler MP,Addition,Travel or hospitality,"Economy class flights, accommodation, meals and transfers to visit aid projects in Myanmar/Burma (visit organised by Save the Children Australia, funded by a grant from the Gates Foundation.) ",Self,12
11616,Ms Terri Butler MP,Deletion,Not listed,Litigation on foot in the Brisbane Magistrates Court: claim against Butler,Self,13
11617,Ms Terri Butler MP,Addition,Real estate,"House at Morningside, Family Residence",Self,3
11618,Ms Terri Butler MP,Addition,Real estate,"House at Morningside, Currently for sale",Spouse,3
11619,Ms Terri Butler MP,Addition,Real estate,"House at Morningside, Family Residence",Spouse,3
11620,Ms Terri Butler MP,Addition,Real estate,"House at Morningside, Currently for sale",Spouse,3
11621,Ms Terri Butler MP,Addition,Directorship,"The Australian Construction Industry Redundancy Trust, Trustee Company",Spouse,3
11622,Ms Terri Butler MP,Addition,Directorship,"Construction Skills Queensland, State Government Board",Spouse,3
11623,Ms Terri Butler MP,Addition,Directorship,"QLeave Board, Statutory Board",Spouse,3
11624,Ms Terri Butler MP,Addition,Directorship,"Tree of Knowledge Training Pty Ltd, Registered Training Organisations",Spouse,3
11625,Ms Terri Butler MP,Addition,Liability,"Mortgage, CBA",Self,4
11626,Ms Terri Butler MP,Addition,Liability,"Personal loan, CBA",Self,4
11627,Ms Terri Butler MP,Addition,Liability,"Credit Card, CBA",Self,4
11628,Ms Terri Butler MP,Addition,Liability,"Mortgage, CBA",Spouse,4
11629,Ms Terri Butler MP,Addition,Liability,"Credit Card, Me Bank",Spouse,4
11630,Ms Terri Butler MP,Addition,Liability,"Credit Card, Queenslanders Credit Union",Spouse,4
11631,Ms Terri Butler MP,Addition,Travel or hospitality,Gift from Australian Federation of Travel Agents - Raffle Prize - The Star - Darling Sydney,Self,15
11632,Ms Terri Butler MP,Addition,Other asset,Account with Australian Super including Insurance,Self,5
11633,Ms Terri Butler MP,Addition,Other asset,Account with Australian Super including Insurance,Spouse,5
11634,Ms Terri Butler MP,Addition,Other income,Employment with Australian Workers' Union,Spouse,5
11635,Ms Terri Butler MP,Addition,Gift,Membership of QANTAS Chairman's Lounge,Self,5
11636,Ms Terri Butler MP,Addition,Gift,Membership of 'The Club' Virgin Australia,Self,5
11637,Ms Terri Butler MP,Addition,Gift,Membership of QANTAS Chairman's Lounge,Spouse,5
11638,Ms Terri Butler MP,Addition,Gift,Membership of 'The Club' Virgin Australia,Spouse,5
11639,Ms Terri Butler MP,Addition,Not listed,Costs agreement with Maurice Blackburn Pty Ltd,Self,10
11640,Ms Terri Butler MP,Addition,Membership,Children by Choice Assoc,Self,6
11641,Ms Terri Butler MP,Addition,Membership,CFMEU,Self,6
11642,Ms Terri Butler MP,Addition,Membership,ASU,Self,6
11643,Ms Terri Butler MP,Addition,Membership,ARM,Self,6
11644,Ms Terri Butler MP,Addition,Membership,Cannon Hills Bowls Club,Self,6
11645,Ms Terri Butler MP,Addition,Membership,Greenslopes Bowls Club,Self,6
11646,Ms Terri Butler MP,Addition,Membership,Easts Leagues Club,Self,6
11647,Ms Terri Butler MP,Addition,Membership,ALP,Self,6
11648,Ms Terri Butler MP,Addition,Membership,QLD Law Society,Self,6
11649,Ms Terri Butler MP,Addition,Membership,Norman Creek Catchment Inc,Self,6
11650,Ms Terri Butler MP,Addition,Membership,Canon Garland Memorial Society Inc,Self,6
11651,Ms Terri Butler MP,Addition,Membership,Emily's List,Self,6
11652,Ms Terri Butler MP,Addition,Membership,QLD Labor Enabled,Self,6
11653,Ms Terri Butler MP,Addition,Membership,YWCA,Self,6
11654,Ms Terri Butler MP,Addition,Membership,Carina Leagues Club,Self,6
11655,Ms Terri Butler MP,Addition,Membership,ALP,Spouse,6
11656,Ms Terri Butler MP,Addition,Membership,Theodore Club Inc,Spouse,6
11657,Ms Terri Butler MP,Addition,Membership,Brisbane Broncos Leagues Club,Spouse,6
11658,Ms Terri Butler MP,Addition,Membership,Canberra Labor Club,Spouse,6
11659,Ms Terri Butler MP,Addition,Membership,Member of the AWU Queensland Branch Executive and the AWU National executive,Spouse,6
11660,Ms Terri Butler MP,Addition,Other conflict,"Vice Patron, QLD Target Sports Inc",Self,6
11661,Ms Terri Butler MP,Addition,Other conflict,"Vice Patron, QLD Rifle Association Inc",Self,6
11662,Ms Terri Butler MP,Addition,Other conflict,"Patron, QLD Labor Enabled",Self,6
11663,Ms Terri Butler MP,Addition,Other conflict,"Treasurer, Cannon Hill Kindergarten",Spouse,6
11664,Ms Terri Butler MP,Addition,Other conflict,"Treasurer & VP, Theodore Club Inc",Spouse,6
11665,Ms Terri Butler MP,Addition,Other conflict,"Chairperson, Australian Super Qld Advisory board",Spouse,6
11667,Ms Terri Butler MP,Addition,Travel or hospitality,Sponsored Economy airline flights Brisbane - Melbourne - Brisbane courtesy of Victorian Womens Trust Organisation,Self,9
11668,Ms Terri Butler MP,Addition,Travel or hospitality,Litigation on foot in the Brisbane Magistrates Court: claim against Butler,Self,9
11669,Ms Terri Butler MP,Addition,Travel or hospitality,Press Gallery Mid-Winter Ball tickets courtesy of UniSuper (x2) - (Wednesday 14 June 2017) ,Self,16
11670,Ms Terri Butler MP,Addition,Not listed,Complimentary subscription to Foxtel provided by ASTRA for the Electorate Office (1 July 2017) ,Self,16
11671,Ms Terri Butler MP,Addition,Not listed,Discount on fees: Maurice Blackburn Pty Ltd,Self,14
11672,Ms Terri Butler MP,Addition,Not listed,Book contract with Melbourne University Publishing (MUP) ,Self,14
11673,Ms Terri Butler MP,Deletion,Not listed,Cost Agreement with Maurice Blackburn Pty Ltd,Self,14
11674,Ms Terri Butler MP,Addition,Not listed,Costs agreement with Maurice Blackburn Pty Ltd,Self,10
11675,Ms Terri Butler MP,Deletion,Real estate,Property sale of Morningside Q 4170,Self,11
11676,Ms Terri Butler MP,Addition,Liability,"Mortgage, CBA",Self,4
11677,Ms Terri Butler MP,Addition,Liability,"personal loan, CBA",Self,4
11678,Ms Terri Butler MP,Addition,Liability,"Credit card, CBA",Self,4
11679,Ms Terri Butler MP,Addition,Liability,"mortgage, CBA",Spouse,4
11680,Ms Terri Butler MP,Addition,Liability,"credit card, Me Bank",Spouse,4
11681,Ms Terri Butler MP,Addition,Liability,"credit card, Queenslanders 'Credit Union",Spouse,4
11682,Ms Terri Butler MP,Addition,Savings/other accounts,"Personal Account, Join Account, CBA, ING Direct",Self,4
11683,Ms Terri Butler MP,Addition,Savings/other accounts,"Account for electorate allowance, CBA",Self,4
11684,Ms Terri Butler MP,Addition,Savings/other accounts,"Savings account - personal and Joint, Queenslanders Credit Union, Me bank, CBA, ANZ",Spouse,4
11685,Ms Terri Butler MP,Addition,Savings/other accounts,"Child 1, CBA",Other,4
11686,Ms Terri Butler MP,Addition,Savings/other accounts,"Child 2, CBA",Other,4
11687,Ms Terri Butler MP,Addition,Membership,Children by Choice Assoc,Self,6
11688,Ms Terri Butler MP,Addition,Membership,CFMEU,Self,6
11689,Ms Terri Butler MP,Addition,Membership,ASU,Self,6
11690,Ms Terri Butler MP,Addition,Membership,ARM,Self,6
11691,Ms Terri Butler MP,Addition,Membership,Cannon Hills Bowls Club,Self,6
11692,Ms Terri Butler MP,Addition,Membership,Greenslopes Bowls Club,Self,6
11693,Ms Terri Butler MP,Addition,Membership,East Leagues Club,Self,6
11694,Ms Terri Butler MP,Addition,Membership,ALP,Self,6
11695,Ms Terri Butler MP,Addition,Membership,QLD Law Society,Self,6
11696,Ms Terri Butler MP,Addition,Membership,Norman Creek Catchment Inc,Self,6
11697,Ms Terri Butler MP,Addition,Membership,Canon Garland Memorial Society Inc,Self,6
11698,Ms Terri Butler MP,Addition,Membership,Emily's List,Self,6
11699,Ms Terri Butler MP,Addition,Membership,QLD Labor Enabled,Self,6
11700,Ms Terri Butler MP,Addition,Membership,YWCA,Self,6
11701,Ms Terri Butler MP,Addition,Membership,Carina Leagues Club,Self,6
11702,Ms Terri Butler MP,Addition,Membership,ALP,Spouse,6
11703,Ms Terri Butler MP,Addition,Membership,Theodore Club Inc,Spouse,6
11704,Ms Terri Butler MP,Addition,Membership,Brisbane Broncos Leagues Club,Spouse,6
11705,Ms Terri Butler MP,Addition,Membership,Canberra Labor Club,Spouse,6
11706,Ms Terri Butler MP,Addition,Membership,Member of the AWU Queensland Branch Executive and the AWU National executive,Spouse,6
11707,Ms Terri Butler MP,Addition,Other conflict,"Vice Patron, QLD Target Sports Inc",Self,6
11708,Ms Terri Butler MP,Addition,Other conflict,"Vice Patron, QLD Rifle Association Inc",Self,6
11709,Ms Terri Butler MP,Addition,Other conflict,"Patron, QLD Labor Enabled",Self,6
11710,Ms Terri Butler MP,Addition,Other conflict,Treasurer Cannon Hill Kindergarten,Spouse,6
11711,Ms Terri Butler MP,Addition,Other conflict,Treasurer & VP Theodore Club Inc,Spouse,6
11712,Ms Terri Butler MP,Addition,Other conflict,Chairperson Australian Super Qld Advisory board,Spouse,6
11714,Ms Terri Butler MP,Addition,Travel or hospitality,Sponsored Economy airline flights Brisbane - Melbourne - Brisbane courtesy of Victorian Womens Trust Organistation,Self,9
11715,Ms Terri Butler MP,Addition,Travel or hospitality,Litigation on foot in the Brisbane Magistrates Court: claim against Butler,Self,9
11716,Ms Terri Butler MP,Addition,Travel or hospitality,"Economy class flights, accommodation, meals and transfers to visit aid projects in Myanmar/Burma (visit organised by Save the Children Australia, funded by a grant from the Gates Foundation).",Self,12
11717,Ms Terri Butler MP,Addition,Travel or hospitality,Gift from Australia Federation of Travel Agents - Raffle Prize - The Star - Darling Sydney,Self,15
11718,Ms Terri Butler MP,Addition,Other asset,Account with Australian Super including Insurance,Self,5
11719,Ms Terri Butler MP,Addition,Other asset,Account with Australian Super including Insurance,Spouse,5
11720,Ms Terri Butler MP,Addition,Other income,Employment with the Australian Workers' Union,Spouse,5
11721,Ms Terri Butler MP,Addition,Gift,Membership of Qantas Chairman's Lounge,Self,5
11722,Ms Terri Butler MP,Addition,Gift,Membership of 'The Club' Virgin Australia,Self,5
11723,Ms Terri Butler MP,Addition,Gift,Membership of Qantas Chairman's Lounge,Spouse,5
11724,Ms Terri Butler MP,Addition,Gift,Membership of 'The Club' Virgin Australia,Spouse,5
11725,Ms Terri Butler MP,Addition,Travel or hospitality,Hospitality- Guest of Macquarie Group Ltd at the 2016 Parliamentary Press Gallery and Annual Mid-Winter Ball,Self,8
11726,Ms Terri Butler MP,Deletion,Not listed,Litigation on foot in the Brisbane Magistrates Court: claim against Butler,Self,13
11727,Ms Terri Butler MP,Addition,Not listed,Discount on fees: Maurice Blackburn Pty Ltd,Self,14
11728,Ms Terri Butler MP,Addition,Not listed,Book contract with Melbourne University Publishing (MUP),Self,14
11729,Ms Terri Butler MP,Deletion,Not listed,Cost Agreement with Maurice Blackburn Pty Ltd,Self,14
11730,Ms Terri Butler MP,Addition,Travel or hospitality,Press Gallery Mid-Winter Ball tickets courtesy of UniSuper (x2) - (Wednesday 14 June 2017),Self,16
11731,Ms Terri Butler MP,Addition,Travel or hospitality,Complimentary subscription to Foxtel provided by ASTRA for the Electorate Office (1 July 2017),Self,16
11732,Ms Terri Butler MP,Addition,Other conflict,"Receipt of the R.S. Neale Memorial Fund, a UNE prize for economic history",Self,17
11733,Ms Terri Butler MP,Addition,Other conflict,Receipt of the R.S. Neale Memorial Fund – a UNE prize for economic history.,Self,17
11734,Ms Terri Butler MP,Addition,Travel or hospitality,One ticket to An Evening with Hillary Rodham Clinton 2018 courtesy of Qantas - (Friday 11 May 2018),Self,18
11735,Ms Terri Butler MP,Addition,Gift,Telstra TV Media Box - gifted by Netball Australia,Self,20
11736,Ms Terri Butler MP,Addition,Gift,One ticket to An Evening with Hillary Rodham Clinton 2018 courtesy of QANTAS -(Friday 11 May 2018),Self,18
11737,Ms Terri Butler MP,Addition,Travel or hospitality,"On Friday 24th August 2018, I received a free upgrade from economy class to business class on flight QF1456 flying from Canberra to Brisbane.",Self,21
11738,Ms Terri Butler MP,Addition,Membership,Women's International League for Peace and Freedom QLD,Self,21
11739,Ms Terri Butler MP,Deletion,Directorship,The Australian Construction Industry Redundancy Trust,Self,19
11740,Ms Terri Butler MP,Deletion,Directorship,Construction Skills Queensland,Self,19
11741,Ms Terri Butler MP,Deletion,Directorship,QLeave Board,Self,19
11742,Ms Terri Butler MP,Deletion,Directorship,Tree of Knowledge Training Pty Ltd,Self,19
11743,Ms Terri Butler MP,Deletion,Other conflict,Treasurer Cannon Hill Kindergarten,Self,19
11744,Ms Terri Butler MP,Deletion,Other conflict,Chairperson Australian Super Qld Advisory Board,Self,19
11745,Ms Terri Butler MP,Addition,Gift,Telstra TV Media Box - gifted by Netball Australia,Self,20
11746,Ms Terri Butler MP,Addition,Gift,"On Friday 24th August 2018, I received a free upgrade from economy class to business class on flight QF1456 flying from Canberra to Brisbane.",Self,21
11747,Ms Terri Butler MP,Addition,Membership,Women's International League for Peace and Freedom QLD,Self,21
11748,Ms Terri Butler MP,Deletion,Directorship,The Australian Construction Industry Redundancy Trust,Self,19
11749,Ms Terri Butler MP,Deletion,Directorship,Construction Skills Queensland,Self,19
11750,Ms Terri Butler MP,Deletion,Directorship,QLeave Board,Self,19
11751,Ms Terri Butler MP,Deletion,Directorship,Tree of Knowledge Training Pty Ltd,Self,19
11752,Ms Terri Butler MP,Deletion,Other conflict,Treasurer Cannon Hill Kindergarten,Self,19
11753,Ms Terri Butler MP,Deletion,Other conflict,Chairperson Australian Super Qld Advisory Board,Self,19
11754,Ms Terri Butler MP,Addition,Travel or hospitality,Press Gallery Midwinter Ball tickets (x2) courtesy of Macquarie Bank,Self,22
